,Ticker,W%R_range,Long Trigger,Short Trigger,HODL_return,Trade Return,delta
653,SSTK,65,-70,-70,0.8323511481406218,1.141317,0.3089658518593781
654,SSTK,65,-70,-80,0.8323511481406218,1.04141,0.20905885185937811
655,SSTK,65,-70,-90,0.8323511481406218,1.121795,0.28944385185937826
656,SSTK,65,-60,-20,0.8323511481406218,0.385349,-0.44700214814062184
657,SSTK,65,-60,-30,0.8323511481406218,0.526947,-0.3054041481406218
658,SSTK,65,-60,-40,0.8323511481406218,0.297445,-0.5349061481406219
659,SSTK,65,-60,-50,0.8323511481406218,-0.18493,-1.0172811481406219
660,SSTK,65,-60,-60,0.8323511481406218,1.332076,0.4997248518593782
661,SSTK,65,-60,-70,0.8323511481406218,1.163224,0.3308728518593782
662,SSTK,65,-60,-80,0.8323511481406218,1.038297,0.2059458518593782
663,SSTK,65,-60,-90,0.8323511481406218,1.180068,0.34771685185937806
664,SSTK,65,-50,-20,0.8323511481406218,1.039529,0.2071778518593781
665,SSTK,65,-50,-30,0.8323511481406218,1.046649,0.2142978518593781
666,SSTK,65,-50,-40,0.8323511481406218,0.67473,-0.15762114814062178
667,SSTK,65,-50,-50,0.8323511481406218,0.324667,-0.5076841481406218
668,SSTK,65,-50,-60,0.8323511481406218,1.155619,0.3232678518593781
669,SSTK,65,-50,-70,0.8323511481406218,0.853511,0.021159851859378187
670,SSTK,65,-50,-80,0.8323511481406218,0.694948,-0.13740314814062182
671,SSTK,65,-50,-90,0.8323511481406218,0.852824,0.020472851859378194
672,SSTK,65,-40,-20,0.8323511481406218,0.998043,0.16569185185937818
673,SSTK,65,-40,-30,0.8323511481406218,0.687162,-0.14518914814062178
674,SSTK,65,-40,-40,0.8323511481406218,0.373543,-0.4588081481406218
675,SSTK,65,-40,-50,0.8323511481406218,0.548464,-0.2838871481406219
676,SSTK,65,-40,-60,0.8323511481406218,0.937881,0.10552985185937813
677,SSTK,65,-40,-70,0.8323511481406218,0.666291,-0.16606014814062187
678,SSTK,65,-40,-80,0.8323511481406218,0.545669,-0.2866821481406219
679,SSTK,65,-40,-90,0.8323511481406218,1.168261,0.33590985185937816
680,SSTK,65,-30,-20,0.8323511481406218,1.045975,0.21362385185937827
681,SSTK,65,-30,-30,0.8323511481406218,-0.063042,-0.8953931481406219
682,SSTK,65,-30,-40,0.8323511481406218,0.13042,-0.7019311481406219
683,SSTK,65,-30,-50,0.8323511481406218,0.575985,-0.25636614814062186
684,SSTK,65,-30,-60,0.8323511481406218,0.915533,0.08318185185937821
685,SSTK,65,-30,-70,0.8323511481406218,0.701219,-0.1311321481406218
686,SSTK,65,-30,-80,0.8323511481406218,0.517572,-0.3147791481406218
687,SSTK,65,-30,-90,0.8323511481406218,0.92487,0.09251885185937814
688,SSTK,65,-20,-20,0.8323511481406218,0.036286,-0.7960651481406218
689,SSTK,65,-20,-30,0.8323511481406218,-0.035682,-0.8680331481406218
690,SSTK,65,-20,-40,0.8323511481406218,0.04944,-0.7829111481406218
691,SSTK,65,-20,-50,0.8323511481406218,0.361381,-0.4709701481406218
692,SSTK,65,-20,-60,0.8323511481406218,0.730723,-0.10162814814062182
693,SSTK,65,-20,-70,0.8323511481406218,0.537074,-0.2952771481406218
694,SSTK,65,-20,-80,0.8323511481406218,0.371172,-0.46117914814062183
695,SSTK,65,-20,-90,0.8323511481406218,0.73914,-0.09321114814062181
